LeadID,VehicleSoldProbability
11256228,0.198
10944872,0.1979
10941311,0.1977
10867477,0.1977
10936651,0.1977
10923342,0.1976
11003215,0.1975
10979012,0.1975
10865056,0.1974
10921046,0.1974
10800280,0.1974
10912205,0.1974
10799315,0.1973
11160516,0.1973
10970884,0.1973
10837423,0.1973
11054671,0.1972
10928152,0.1972
10830942,0.1972
10795227,0.1972
11408400,0.1971
10839563,0.1971
11026251,0.197
10998224,0.197
10822953,0.197
10815378,0.197
10841214,0.1969
11261912,0.1969
11022537,0.1968
10966389,0.1968
10868526,0.1967
11481805,0.1967
10946191,0.1967
10828120,0.1967
11117672,0.1966
10933531,0.1966
11486327,0.1966
11031580,0.1965
11245426,0.1965
10919566,0.1965
10959673,0.1965
10935492,0.1965
11016518,0.1965
11141928,0.1963
10958871,0.1963
10817433,0.1963
10849179,0.1963
11502565,0.1962
10852899,0.1962
10983198,0.1962
11208092,0.1962
11115970,0.1962
11028450,0.1961
11055829,0.1961
10895290,0.1961
10818047,0.196
11118760,0.196
10816376,0.196
11003524,0.196
11473911,0.1958
11277498,0.1958
10882508,0.1958
10915212,0.1958
11525694,0.1957
11252017,0.1957
10886817,0.1956
10987636,0.1956
10957919,0.1956
10993292,0.1955
10993150,0.1955
11181385,0.1955
10995911,0.1955
11138027,0.1955
10936811,0.1955
10982574,0.1955
10877298,0.1955
10874685,0.1954
10831172,0.1954
11029492,0.1954
11380848,0.1953
10926452,0.1952
11228035,0.1952
10817895,0.1952
11276099,0.1951
11226999,0.1951
11073869,0.1951
11178759,0.1951
10802302,0.195
10951299,0.195
10857883,0.195
10949394,0.1949
10991605,0.1949
11034844,0.1949
10801453,0.1948
10853832,0.1947
10874615,0.1947
10907714,0.1946
10832490,0.1946
10985886,0.1946
10869737,0.1946
11146765,0.1945
10984883,0.1945
10885874,0.1945
11023119,0.1945
11172343,0.1945
11002044,0.1945
10989621,0.1945
10913963,0.1944
11068442,0.1944
10901208,0.1944
10946806,0.1943
10820673,0.1943
10823400,0.1943
10814991,0.1942
10835985,0.1942
10966635,0.1942
10863990,0.1942
11026931,0.1941
11388822,0.1941
10841322,0.1941
10808407,0.1941
10919878,0.1941
10829164,0.1941
10880162,0.194
10850449,0.194
11039493,0.1939
10888578,0.1939
10814610,0.1939
10995263,0.1938
11141684,0.1938
10808562,0.1938
10992311,0.1938
11125391,0.1938
11022845,0.1938
10900071,0.1937
11022151,0.1937
11318226,0.1937
10877929,0.1937
10927487,0.1937
10964545,0.1936
10916150,0.1936
10867946,0.1935
10970318,0.1935
10910439,0.1935
11006528,0.1935
10951204,0.1934
11413170,0.1934
11178415,0.1934
10797295,0.1934
11447607,0.1933
10937443,0.1933
10847312,0.1933
11153779,0.1933
11212315,0.1933
10994663,0.1933
11087942,0.1933
10965752,0.1933
10886651,0.1932
11208804,0.1932
10883073,0.1932
11034563,0.1932
10846097,0.1932
10990481,0.1932
11412181,0.1932
11189174,0.1932
10983240,0.1931
10877876,0.1931
10904504,0.1931
10896476,0.1931
11212863,0.1931
10853130,0.1931
11007594,0.1931
10998268,0.1931
10912747,0.193
11342192,0.193
10874789,0.193
11124067,0.193
11215041,0.193
10939505,0.193
10827799,0.193
10992589,0.193
10899481,0.1929
10998888,0.1929
10853967,0.1929
11450989,0.1929
10853670,0.1929
10807566,0.1929
10885775,0.1928
11089213,0.1928
10814830,0.1928
10898370,0.1928
11261774,0.1928
11217714,0.1928
10878415,0.1927
11070770,0.1927
10798352,0.1926
10848574,0.1926
11029039,0.1926
10933873,0.1926
11297983,0.1925
10985323,0.1925
11102411,0.1925
11161008,0.1925
10953749,0.1925
11116100,0.1925
10937399,0.1925
10798772,0.1924
11440292,0.1924
10932146,0.1924
11009325,0.1923
11240473,0.1923
10851266,0.1923
11431424,0.1923
11415651,0.1922
10831802,0.1922
10895476,0.1922
11174994,0.1922
10850190,0.1922
11428257,0.1922
11189907,0.1921
10894722,0.1921
10825751,0.1921
11283723,0.1921
11107679,0.1919
11184063,0.1919
11178293,0.1919
11034835,0.1918
11217951,0.1918
10939355,0.1918
10815725,0.1917
10954887,0.1917
10939166,0.1916
11490143,0.1916
11173812,0.1916
10909908,0.1916
10995887,0.1916
10949429,0.1916
10891923,0.1915
10835933,0.1915
10931399,0.1915
10900564,0.1915
10800534,0.1915
10820842,0.1915
10906726,0.1914
10995595,0.1914
10984800,0.1914
10938226,0.1913
10984769,0.1913
11008685,0.1912
10974768,0.1911
11040015,0.1911
10901927,0.1911
11361484,0.1911
11464033,0.1911
10944065,0.191
11323588,0.191
10944215,0.191
10982863,0.191
11033436,0.191
10987026,0.191
11467231,0.191
10953586,0.1909
10988824,0.1909
10874657,0.1909
10852919,0.1909
10852957,0.1909
10951047,0.1909
11426963,0.1908
11314465,0.1908
10841088,0.1908
10836826,0.1908
11071426,0.1908
11262841,0.1907
10978366,0.1907
10918167,0.1907
11237554,0.1907
11004153,0.1906
11220022,0.1906
10911648,0.1906
10882351,0.1906
10962142,0.1905
10805168,0.1905
10816073,0.1905
11074979,0.1905
10928576,0.1905
10889439,0.1904
10872674,0.1904
11480299,0.1904
11200561,0.1903
11051884,0.1903
11003188,0.1903
11198338,0.1903
10961233,0.1903
10978547,0.1902
11176358,0.1902
10938091,0.1902
10922624,0.1902
10933644,0.1902
11132638,0.1901
11088263,0.1901
11433008,0.1901
10905836,0.1901
11481918,0.1901
10799373,0.1901
10971315,0.1901
10822237,0.1901
10943019,0.19
11268269,0.19
10832808,0.19
11011849,0.1899
10938925,0.1899
10865608,0.1899
10948988,0.1899
11254865,0.1899
11048735,0.1899
10831473,0.1898
11393091,0.1898
10937081,0.1898
10857734,0.1898
10801068,0.1898
11456515,0.1898
11261415,0.1898
10802584,0.1897
10917320,0.1897
10908415,0.1897
10805127,0.1896
10859812,0.1896
10834525,0.1896
11481682,0.1896
10822468,0.1895
10853155,0.1895
10869600,0.1895
11018747,0.1895
11084250,0.1895
10960061,0.1895
11279492,0.1895
10935524,0.1894
11042859,0.1894
10831207,0.1894
11005150,0.1894
10857454,0.1894
11236162,0.1894
10892222,0.1893
11094735,0.1893
11028260,0.1893
10900461,0.1893
10839265,0.1893
11031685,0.1892
11010926,0.1892
10842696,0.1892
11002886,0.1892
10911722,0.1892
10824952,0.1891
11119592,0.1891
10924098,0.1891
10803258,0.1891
10901212,0.1891
11252240,0.1891
10977865,0.189
11190852,0.189
11473448,0.189
10955845,0.189
10827436,0.189
11062344,0.189
11447555,0.189
11171969,0.1889
11225706,0.1889
10933522,0.1889
10954838,0.1889
10910947,0.1889
11349097,0.1888
11206043,0.1888
11039528,0.1888
10984606,0.1888
11223869,0.1888
11265222,0.1887
10817492,0.1887
10832546,0.1887
10969007,0.1887
10793319,0.1887
10921440,0.1887
11295344,0.1887
11481194,0.1887
11251168,0.1887
10821978,0.1886
10902919,0.1886
10853613,0.1886
11220987,0.1886
10937563,0.1886
10929357,0.1886
10962523,0.1886
11119284,0.1885
11304695,0.1885
10920760,0.1885
11170838,0.1885
11185043,0.1885
10896439,0.1885
10837517,0.1884
11226090,0.1884
10813658,0.1884
10931347,0.1884
10966259,0.1883
10817772,0.1883
11037947,0.1883
10936645,0.1883
11122166,0.1883
11504807,0.1883
10871590,0.1882
11032575,0.1882
10951160,0.1882
10991119,0.1882
10931485,0.1881
11017692,0.1881
10836530,0.188
10866729,0.188
11214205,0.188
10957845,0.188
10884146,0.1879
10935831,0.1878
11119270,0.1878
10801365,0.1878
11005540,0.1877
10866809,0.1877
10986024,0.1877
10979832,0.1877
11503629,0.1877
10938493,0.1877
10935538,0.1877
10806284,0.1877
10796923,0.1876
11220984,0.1876
10866472,0.1876
10796204,0.1876
11259462,0.1876
11306338,0.1876
11441401,0.1876
11072174,0.1875
10932858,0.1875
11014429,0.1875
10996416,0.1875
10820043,0.1875
10848090,0.1875
10914723,0.1875
11015757,0.1874
11362483,0.1874
10915061,0.1874
10839230,0.1874
10932535,0.1874
10861237,0.1873
10909511,0.1873
11439692,0.1873
10890140,0.1873
10920837,0.1873
10836831,0.1873
10848660,0.1873
10941144,0.1872
10988529,0.1872
10869236,0.1872
10839197,0.1872
11182268,0.1872
10806549,0.1872
11070464,0.1872
10950426,0.1872
11364739,0.1872
11185809,0.1871
10867577,0.1871
10833437,0.1871
10797799,0.1871
10912332,0.1871
11267480,0.1871
10873459,0.1871
11029532,0.187
10912230,0.187
10981781,0.187
11128277,0.187
10847694,0.1869
11014210,0.1869
11196248,0.1869
10879622,0.1869
11265392,0.1869
10822495,0.1868
10822749,0.1868
11254906,0.1868
10963531,0.1868
10809199,0.1868
11040607,0.1868
10901655,0.1868
11059362,0.1867
11143197,0.1867
11057862,0.1867
11419351,0.1867
11035040,0.1867
10885042,0.1867
11004578,0.1867
11368016,0.1867
11034080,0.1867
11251683,0.1867
10903295,0.1866
10882088,0.1866
11022003,0.1866
10926261,0.1866
11440301,0.1866
10918050,0.1866
10930289,0.1866
10956670,0.1866
11266630,0.1866
10850617,0.1865
10874732,0.1865
11005398,0.1865
11073355,0.1865
11378206,0.1865
11264415,0.1865
11029388,0.1865
10858631,0.1865
10914742,0.1864
10835873,0.1864
11360992,0.1864
10916056,0.1864
11174469,0.1864
10909724,0.1864
11057489,0.1864
11264185,0.1864
10982369,0.1864
10888057,0.1864
10817406,0.1864
11321123,0.1863
10827378,0.1863
11277389,0.1863
10994704,0.1863
11211370,0.1863
11426639,0.1863
10794376,0.1863
11484553,0.1862
10925136,0.1862
10842354,0.1862
10831099,0.1861
11036067,0.1861
10957358,0.1861
10922266,0.1861
10874248,0.1861
11248621,0.1861
11110546,0.186
11237289,0.186
11034418,0.186
11160109,0.186
11499670,0.1859
10989465,0.1859
10902819,0.1859
10953934,0.1859
10842221,0.1859
10793545,0.1859
10941633,0.1859
11283393,0.1858
11196394,0.1858
10868871,0.1857
11188802,0.1857
11300039,0.1857
11277386,0.1857
11324708,0.1857
11291974,0.1857
10809482,0.1857
11044157,0.1857
10896235,0.1856
11121391,0.1856
11224586,0.1856
11254107,0.1856
10926019,0.1856
11022256,0.1856
10901813,0.1856
10843778,0.1855
10964804,0.1855
10982241,0.1855
11249442,0.1855
10811908,0.1855
10804911,0.1855
11135272,0.1855
11241165,0.1855
11173522,0.1855
11232561,0.1854
10976111,0.1854
11002645,0.1854
10963631,0.1854
11023320,0.1854
11215015,0.1854
11062294,0.1854
10941411,0.1853
10795376,0.1853
11208178,0.1853
10938702,0.1853
11058246,0.1853
10938832,0.1853
11057956,0.1853
11038356,0.1853
11013953,0.1853
10824213,0.1853
10900236,0.1853
10964426,0.1853
10809546,0.1853
11483889,0.1852
10819119,0.1852
10939846,0.1852
10913865,0.1852
10803217,0.1852
11182294,0.1852
10821353,0.1852
11040214,0.1852
11255005,0.1852
10901320,0.1852
11198413,0.1851
10852804,0.1851
11018746,0.1851
11226111,0.1851
10937823,0.1851
11015333,0.1851
11323298,0.1851
11483506,0.1851
11158030,0.185
10814694,0.185
10979361,0.185
11018264,0.185
10842640,0.185
11348422,0.185
10843107,0.185
11344654,0.1849
11046328,0.1849
11088160,0.1849
11433321,0.1849
11013763,0.1849
10878699,0.1848
11049990,0.1848
10821850,0.1848
10847974,0.1848
10955390,0.1848
10910896,0.1848
11383701,0.1848
11324677,0.1848
11042761,0.1848
11307557,0.1848
10853207,0.1847
11052346,0.1847
11190757,0.1847
10852741,0.1847
10881922,0.1847
11176528,0.1847
10981065,0.1847
10829209,0.1847
10900744,0.1847
11423642,0.1846
10823916,0.1846
11507399,0.1846
11030315,0.1846
11052782,0.1846
11452951,0.1846
11025413,0.1846
11374008,0.1846
10957521,0.1846
10796837,0.1845
11346464,0.1845
10934201,0.1845
11042186,0.1845
11229026,0.1845
11324027,0.1845
11435468,0.1845
11385634,0.1845
11101284,0.1845
10829217,0.1844
10831720,0.1844
11202554,0.1844
11229525,0.1844
10892987,0.1844
11197576,0.1843
10959361,0.1843
10841035,0.1843
11494951,0.1843
11217959,0.1843
10794840,0.1842
11324102,0.1842
11257456,0.1842
11193771,0.1842
11270244,0.1842
10801008,0.1842
10925817,0.1842
10834387,0.1842
10983170,0.1842
11023121,0.1842
10860231,0.1841
10926139,0.1841
11391690,0.1841
11271296,0.1841
10948951,0.1841
11016445,0.1841
10976433,0.1841
11278735,0.1841
10957839,0.184
10967863,0.184
11092357,0.184
10802476,0.184
10798026,0.184
10941545,0.184
10976352,0.1839
10908118,0.1839
10960077,0.1839
11003085,0.1839
10829668,0.1839
11217624,0.1839
11218898,0.1839
11212402,0.1839
11058477,0.1839
11391074,0.1838
10808745,0.1838
11027405,0.1838
10890268,0.1838
10831233,0.1838
11336138,0.1838
11405937,0.1838
10959320,0.1837
11194180,0.1837
11428395,0.1837
11025246,0.1837
11305863,0.1837
11075821,0.1837
10793758,0.1837
11343423,0.1837
11452603,0.1837
10950099,0.1836
10915375,0.1836
11005975,0.1836
10964765,0.1836
11219342,0.1836
11028576,0.1836
10954496,0.1836
11082850,0.1836
11110243,0.1836
11232134,0.1835
11176904,0.1835
11226563,0.1835
10957266,0.1835
10793548,0.1834
10948818,0.1834
10938706,0.1834
10816196,0.1834
10834685,0.1834
11254048,0.1834
10942691,0.1833
11428272,0.1833
10982854,0.1833
10825959,0.1833
10804331,0.1833
11207773,0.1833
11271905,0.1833
10805751,0.1833
11315131,0.1833
11197886,0.1833
11287848,0.1833
10986606,0.1833
11283418,0.1832
10833318,0.1832
11318921,0.1832
10828813,0.1832
10890887,0.1832
10816627,0.1832
10980081,0.1832
10964910,0.1831
11459262,0.1831
11450189,0.1831
10923713,0.1831
10806544,0.1831
10861554,0.1831
10973126,0.1831
11156922,0.183
10845219,0.183
10851588,0.183
10994926,0.183
11295846,0.183
10810748,0.1829
11433440,0.1829
11014529,0.1829
11320204,0.1829
10910735,0.1829
10850482,0.1829
10899190,0.1829
10832974,0.1828
11072607,0.1828
11011079,0.1828
10848334,0.1828
10992268,0.1828
10927029,0.1828
10853809,0.1828
10866387,0.1827
10995836,0.1827
10833071,0.1827
11349307,0.1827
10888755,0.1827
10950205,0.1827
10812228,0.1827
11007651,0.1827
11335421,0.1827
10899547,0.1826
11153033,0.1826
10837739,0.1826
10902058,0.1826
11031540,0.1826
10971803,0.1826
11170974,0.1826
10799120,0.1826
11413831,0.1825
11039330,0.1825
10840490,0.1825
10916174,0.1825
10947200,0.1825
10856174,0.1825
10901859,0.1824
11413515,0.1824
11291019,0.1824
11039527,0.1824
10946826,0.1824
11039531,0.1824
11061000,0.1823
11253440,0.1823
11233946,0.1823
11247364,0.1822
11158074,0.1822
10868156,0.1822
11035679,0.1822
10843917,0.1822
10837141,0.1822
11274535,0.1822
10850028,0.1822
11123142,0.1821
10912453,0.1821
10949111,0.1821
10934385,0.1821
10961644,0.1821
11250377,0.1821
10961142,0.1821
11208843,0.1821
11485747,0.1821
10852381,0.1821
11087616,0.1821
11088936,0.182
10820802,0.182
10856900,0.182
11123529,0.182
10950113,0.182
10904060,0.182
10801510,0.182
11306519,0.1819
10976335,0.1819
10940381,0.1819
10842661,0.1819
11330323,0.1819
11357899,0.1819
11117503,0.1819
11103491,0.1819
10845578,0.1819
10794399,0.1819
11462192,0.1819
11438191,0.1818
11045848,0.1818
11487410,0.1818
11385062,0.1818
10942001,0.1817
11117962,0.1817
11033177,0.1817
11032593,0.1817
10814090,0.1817
10837483,0.1817
10949932,0.1817
10806936,0.1817
11504968,0.1817
11506198,0.1817
11357008,0.1817
10955546,0.1816
10888616,0.1816
10951457,0.1816
10869747,0.1816
11385730,0.1816
10849067,0.1816
10886897,0.1816
11175494,0.1816
10819933,0.1816
11244497,0.1815
10883628,0.1815
11317028,0.1815
11029194,0.1815
10860464,0.1815
10914579,0.1815
11232122,0.1815
10905367,0.1815
10829147,0.1815
11428277,0.1814
10846004,0.1814
11206379,0.1814
10821644,0.1814
11261961,0.1814
11035639,0.1814
11325686,0.1814
11341161,0.1813
11210572,0.1813
10859095,0.1813
11115242,0.1813
10936399,0.1813
11442114,0.1813
10909320,0.1812
10916213,0.1812
10961009,0.1812
10946258,0.1812
10853431,0.1812
10930206,0.1812
10918486,0.1812
10845055,0.1812
11342926,0.1812
10995075,0.1811
10951689,0.1811
11243228,0.1811
11397184,0.1811
10974892,0.1811
11287008,0.1811
11201842,0.1811
11280023,0.1811
11237313,0.181
10802516,0.181
10881894,0.181
11360846,0.181
11124664,0.181
10822408,0.181
10928722,0.181
10817927,0.181
11201848,0.181
11191435,0.181
11383962,0.181
10864730,0.181
10928307,0.1809
10818268,0.1809
10813769,0.1809
10951034,0.1809
11317847,0.1809
10846550,0.1809
10833805,0.1808
11479098,0.1808
11289877,0.1808
11294812,0.1808
11400002,0.1808
11070445,0.1808
10861265,0.1808
10839189,0.1808
10816521,0.1808
11194845,0.1808
10925772,0.1808
10831261,0.1807
11037264,0.1807
10861801,0.1807
10831130,0.1807
10843264,0.1807
11022062,0.1807
11263869,0.1807
11273150,0.1807
11264610,0.1806
11090871,0.1806
10851100,0.1806
11063120,0.1806
11212506,0.1806
10828823,0.1806
11021501,0.1806
11049817,0.1806
11119396,0.1805
10991218,0.1805
11342397,0.1805
10897472,0.1805
11052117,0.1805
11362296,0.1805
10891175,0.1805
10843989,0.1805
10805926,0.1805
11259692,0.1805
10909087,0.1805
11029664,0.1805
11023412,0.1805
10959980,0.1805
10826914,0.1805
11050239,0.1804
10827486,0.1804
11238392,0.1804
10796852,0.1804
11181036,0.1804
10903307,0.1804
10985088,0.1804
11322166,0.1803
11203786,0.1803
11107618,0.1803
10796429,0.1803
10859759,0.1803
11225873,0.1803
10809390,0.1803
11095480,0.1803
11203751,0.1802
10812229,0.1802
10898331,0.1802
11189218,0.1802
11203903,0.1802
11052224,0.1802
10835587,0.1802
11116394,0.1802
11245167,0.1801
10911347,0.1801
10906851,0.1801
11245488,0.1801
11188562,0.1801
11210219,0.1801
11232093,0.1801
11304131,0.1801
11202488,0.1801
10910643,0.1801
11100184,0.18
11364207,0.18
10915327,0.18
11306706,0.18
11222951,0.18
11123314,0.18
11230467,0.18
10972180,0.1799
11031857,0.1799
11376306,0.1799
11439108,0.1799
10847191,0.1799
11020127,0.1799
10991141,0.1799
10848030,0.1799
10965007,0.1799
11249367,0.1798
11015040,0.1798
11441283,0.1798
11044817,0.1798
11019799,0.1798
10831095,0.1798
11297349,0.1798
11358849,0.1798
10795711,0.1798
10940549,0.1798
10858506,0.1798
10814750,0.1798
10938308,0.1797
10937309,0.1797
11015103,0.1797
10885610,0.1797
10926024,0.1797
10818754,0.1797
10993595,0.1796
11103303,0.1796
10811141,0.1796
10885459,0.1796
10911918,0.1796
10837684,0.1796
11346457,0.1796
10939360,0.1796
11184341,0.1796
11337633,0.1796
11203831,0.1795
11051732,0.1795
11403890,0.1795
11269930,0.1795
10796068,0.1795
10924596,0.1795
11310374,0.1795
11205222,0.1795
10911321,0.1795
10871194,0.1795
11212031,0.1795
11193294,0.1795
11256787,0.1795
10946334,0.1794
10793562,0.1794
10812095,0.1794
11205160,0.1794
10925630,0.1794
11043683,0.1794
10815019,0.1794
10962799,0.1794
10816176,0.1794
11299307,0.1794
10827208,0.1794
10833497,0.1794
11034173,0.1794
10819810,0.1794
11427660,0.1794
10991449,0.1793
10998118,0.1793
11333036,0.1793
10819423,0.1793
11042766,0.1793
10911304,0.1793
11025528,0.1793
10882673,0.1793
11247334,0.1793
10926020,0.1793
11503515,0.1793
10985168,0.1792
11026355,0.1792
11196808,0.1792
11208498,0.1792
11459766,0.1792
10808164,0.1792
10895194,0.1792
10807917,0.1792
11227455,0.1792
11427722,0.1792
10850728,0.1792
10860839,0.1792
11354961,0.1792
11172272,0.1792
11141864,0.1792
11116568,0.1792
11420813,0.1792
11506336,0.1791
11297453,0.1791
11001328,0.1791
11453892,0.1791
11413888,0.1791
11452284,0.1791
10897984,0.1791
10970571,0.1791
10988199,0.179
11435707,0.179
10872263,0.179
11358972,0.179
11052881,0.179
10829874,0.179
10958748,0.1789
10834672,0.1789
10957005,0.1789
11475438,0.1789
11441461,0.1789
10800858,0.1789
10915217,0.1789
10858431,0.1789
10936547,0.1789
11034004,0.1789
10886915,0.1789
10981959,0.1788
11234042,0.1788
11419409,0.1788
11338737,0.1788
10806616,0.1788
11370579,0.1788
11019623,0.1788
11232232,0.1788
11280145,0.1788
11375426,0.1788
10826170,0.1787
11051951,0.1787
11199538,0.1787
11219482,0.1787
10857678,0.1787
10923337,0.1787
10935679,0.1787
10880895,0.1787
11146686,0.1787
11226274,0.1787
10827881,0.1786
11169406,0.1786
11326289,0.1786
11044183,0.1786
11197855,0.1786
10793283,0.1786
10823750,0.1786
11033493,0.1786
10811152,0.1786
11010252,0.1786
11504925,0.1786
11398065,0.1786
10823523,0.1786
11261848,0.1786
11244141,0.1786
10911348,0.1785
11307597,0.1785
10891134,0.1785
10944200,0.1785
11280063,0.1785
